rider_id,age,ratings,restaurant_lat,restaurant_long,delivery_lat,delivery_long,weather,traffic,vehicle_condition,order_type,vehicle_type,multiple_deliveries,festival,city_type,time,city_name,distance_km,day,month,day_of_week,is_weekend,pickup_time,order_time_hour,time_of_day
BANGRES15DEL01 ,31.0,4.9,12.975377,77.696664,13.085377,77.806664,stormy,jam,2,meal,motorcycle,1.0,no,metropolitian,27.0,BANG,17.08,3,8,Wednesday,0,10.0,21.0,evening
PUNERES18DEL02 ,36.0,4.9,18.593481,73.785901,18.723481,73.915901,sunny,medium,1,meal,motorcycle,1.0,no,metropolitian,16.0,PUNE,19.91,23,3,Wednesday,0,5.0,17.0,afternoon
VADRES16DEL02 ,32.0,4.8,,,,,windy,low,2,snack,scooter,0.0,no,metropolitian,29.0,VAD,,26,3,Saturday,1,10.0,9.0,morning
JAPRES02DEL01 ,20.0,4.7,26.914142,75.805704,26.954142,75.845704,windy,medium,3,snack,motorcycle,1.0,no,metropolitian,21.0,JAP,5.96,30,3,Wednesday,0,15.0,16.0,afternoon
SURRES04DEL03 ,34.0,4.8,21.173493,72.801953,21.203493,72.831953,cloudy,jam,3,snack,motorcycle,0.0,no,urban,28.0,SUR,4.56,3,3,Thursday,0,5.0,21.0,evening
BANGRES05DEL01 ,24.0,4.9,12.970324,77.645748,13.040324,77.715748,stormy,medium,1,drinks,scooter,1.0,no,metropolitian,26.0,BANG,10.87,3,4,Sunday,1,15.0,18.0,evening
HYDRES14DEL02 ,35.0,4.8,17.426228,78.407495,17.506228,78.487495,windy,low,2,buffet,motorcycle,0.0,no,metropolitian,29.0,HYD,12.29,3,8,Wednesday,0,10.0,22.0,night
COIMBRES08DEL02 ,27.0,4.6,11.001852,76.976268,11.131852,77.106268,stormy,jam,1,drinks,motorcycle,1.0,no,urban,21.0,COIMB,20.25,31,3,Thursday,0,5.0,20.0,evening
LUDHRES20DEL01 ,20.0,4.6,30.885915,75.788259,30.895915,75.798259,fog,low,2,meal,motorcycle,1.0,no,metropolitian,15.0,LUDH,1.47,17,2,Thursday,0,5.0,10.0,morning
RANCHIRES16DEL02 ,32.0,4.6,23.371292,85.327872,23.451292,85.407872,stormy,medium,3,drinks,motorcycle,1.0,no,urban,33.0,RANCHI,12.07,3,8,Wednesday,0,10.0,18.0,evening
DEHRES03DEL03 ,27.0,4.7,30.335259,78.053162,30.475259,78.193162,stormy,low,1,snack,motorcycle,0.0,no,metropolitian,19.0,DEH,20.56,18,2,Friday,0,10.0,22.0,night
JAPRES13DEL03 ,29.0,4.7,26.846156,75.8023,26.906156,75.8623,stormy,medium,2,drinks,motorcycle,1.0,no,metropolitian,25.0,JAP,8.94,19,3,Saturday,1,5.0,18.0,evening
HYDRES15DEL02 ,36.0,5.0,17.45971,78.368855,17.58971,78.498855,stormy,medium,2,meal,scooter,1.0,no,metropolitian,29.0,HYD,19.97,29,3,Tuesday,0,10.0,17.0,afternoon
AURGRES11DEL02 ,27.0,4.6,,,,,sunny,low,3,buffet,motorcycle,1.0,no,metropolitian,18.0,AURG,,17,2,Thursday,0,15.0,23.0,night
MYSRES14DEL01 ,29.0,4.9,,,,,windy,jam,3,drinks,motorcycle,1.0,no,metropolitian,33.0,MYS,,18,3,Friday,0,10.0,19.0,evening
VADRES01DEL02 ,,,22.307898,73.167788,22.327898,73.187788,stormy,low,3,meal,motorcycle,1.0,no,urban,24.0,VAD,3.03,13,3,Sunday,1,,,
MUMRES04DEL02 ,29.0,4.6,19.254567,72.848923,19.274567,72.868923,stormy,low,2,buffet,scooter,0.0,no,urban,11.0,MUM,3.06,3,5,Tuesday,0,10.0,10.0,morning
CHENRES08DEL01 ,25.0,4.8,13.022394,80.242439,13.032394,80.252439,sunny,low,2,buffet,motorcycle,0.0,no,urban,16.0,CHEN,1.55,4,5,Wednesday,0,10.0,9.0,morning
MUMRES010DEL03 ,25.0,5.0,19.003517,72.82765,19.063517,72.88765,cloudy,jam,3,snack,motorcycle,1.0,no,metropolitian,28.0,MUM,9.18,30,3,Wednesday,0,15.0,21.0,evening
PUNERES03DEL02 ,30.0,4.8,18.554382,73.798206,18.604382,73.848206,stormy,jam,2,meal,scooter,1.0,no,metropolitian,25.0,PUNE,7.66,21,3,Monday,0,15.0,19.0,evening
MYSRES16DEL02 ,28.0,4.7,12.316967,76.603067,12.446967,76.733067,cloudy,low,1,buffet,scooter,1.0,no,metropolitian,22.0,MYS,20.21,14,3,Monday,0,15.0,23.0,night
VADRES06DEL03 ,30.0,4.9,22.31279,73.170283,22.34279,73.200283,sandstorms,low,1,buffet,scooter,1.0,no,metropolitian,27.0,VAD,4.54,26,3,Saturday,1,15.0,23.0,night
JAPRES04DEL03 ,20.0,4.3,26.902328,75.794257,27.042328,75.934257,fog,jam,1,snack,electric_scooter,1.0,no,metropolitian,43.0,JAP,20.85,25,3,Friday,0,15.0,20.0,evening
COIMBRES12DEL01 ,36.0,4.3,11.000762,76.981876,11.070762,77.051876,windy,jam,1,buffet,scooter,1.0,no,metropolitian,32.0,COIMB,10.91,14,3,Monday,0,15.0,19.0,evening
JAPRES20DEL02 ,20.0,4.2,26.956431,75.776649,26.976431,75.796649,stormy,low,3,drinks,motorcycle,0.0,no,metropolitian,17.0,JAP,2.98,13,3,Sunday,1,15.0,11.0,morning
RANCHIRES03DEL03 ,27.0,4.1,,,,,cloudy,medium,2,snack,motorcycle,1.0,no,metropolitian,36.0,RANCHI,,3,2,Thursday,0,5.0,17.0,afternoon
COIMBRES14DEL01 ,25.0,4.5,11.003681,76.975525,11.073681,77.045525,stormy,medium,1,snack,scooter,1.0,no,metropolitian,27.0,COIMB,10.91,14,3,Monday,0,5.0,17.0,afternoon
CHENRES18DEL02 ,38.0,4.6,12.981615,80.231598,13.001615,80.251598,stormy,low,2,meal,motorcycle,0.0,no,urban,20.0,CHEN,3.11,3,11,Thursday,0,15.0,10.0,morning
HYDRES05DEL01 ,27.0,4.8,17.433809,78.386744,17.443809,78.396744,fog,low,1,snack,electric_scooter,1.0,no,urban,11.0,HYD,1.54,15,3,Tuesday,0,5.0,10.0,morning
COIMBRES13DEL03 ,36.0,4.3,11.003669,76.976494,11.033669,77.006494,cloudy,medium,3,buffet,motorcycle,1.0,no,metropolitian,33.0,COIMB,4.67,13,3,Sunday,1,10.0,18.0,evening
COIMBRES02DEL02 ,24.0,5.0,11.022477,76.995667,11.152477,77.125667,sunny,jam,2,snack,scooter,0.0,no,urban,10.0,COIMB,20.25,3,10,Monday,0,5.0,21.0,evening
ALHRES14DEL02 ,31.0,4.1,25.459775,81.834841,25.479775,81.854841,windy,low,3,buffet,motorcycle,1.0,no,metropolitian,33.0,ALH,3.0,13,2,Sunday,1,5.0,8.0,morning
SURRES11DEL02 ,22.0,4.7,21.157735,72.768778,21.287735,72.898778,windy,medium,1,meal,scooter,1.0,no,metropolitian,20.0,SUR,19.76,23,3,Wednesday,0,15.0,17.0,afternoon
HYDRES17DEL01 ,29.0,4.6,17.451976,78.385883,17.561976,78.495883,cloudy,medium,3,buffet,motorcycle,3.0,no,metropolitian,43.0,HYD,16.9,4,6,Saturday,1,5.0,17.0,afternoon
INDORES03DEL01 ,22.0,4.6,22.751857,75.866699,22.821857,75.936699,windy,jam,2,drinks,motorcycle,0.0,no,urban,24.0,INDO,10.59,16,3,Wednesday,0,10.0,19.0,evening
RANCHIRES15DEL03 ,27.0,4.9,23.369746,85.33982,23.399746,85.36982,sunny,jam,2,drinks,motorcycle,0.0,no,urban,19.0,RANCHI,4.53,3,11,Thursday,0,5.0,21.0,evening
HYDRES19DEL02 ,25.0,4.6,17.458998,78.500366,17.508998,78.550366,fog,medium,3,snack,motorcycle,1.0,no,metropolitian,25.0,HYD,7.68,3,9,Saturday,1,15.0,18.0,evening
RANCHIRES17DEL03 ,24.0,4.9,23.374878,85.335739,23.464878,85.425739,cloudy,jam,1,snack,scooter,1.0,no,urban,42.0,RANCHI,13.58,3,2,Thursday,0,5.0,19.0,evening
DEHRES06DEL02 ,,,30.361281,78.068022,30.381281,78.088022,,,0,meal,electric_scooter,1.0,no,metropolitian,38.0,DEH,2.94,13,2,Sunday,1,,,
VADRES08DEL02 ,21.0,4.7,,,,,sandstorms,jam,1,snack,electric_scooter,1.0,no,urban,29.0,VAD,,4,2,Friday,0,5.0,20.0,evening
COIMBRES01DEL03 ,,,11.016298,76.972076,11.046298,77.002076,sunny,jam,3,buffet,motorcycle,1.0,no,metropolitian,26.0,COIMB,4.67,4,5,Wednesday,0,,,
COIMBRES06DEL01 ,20.0,4.8,11.021278,76.995017,11.031278,77.005017,cloudy,low,1,meal,scooter,0.0,no,urban,12.0,COIMB,1.56,3,5,Tuesday,0,5.0,8.0,morning
LUDHRES09DEL03 ,31.0,4.3,30.885814,75.786976,31.025814,75.926976,sandstorms,medium,3,snack,motorcycle,1.0,no,metropolitian,45.0,LUDH,20.51,16,2,Wednesday,0,15.0,17.0,afternoon
MYSRES16DEL01 ,37.0,4.6,12.316967,76.603067,12.356967,76.643067,windy,medium,2,buffet,scooter,1.0,no,metropolitian,32.0,MYS,6.22,3,11,Thursday,0,10.0,16.0,afternoon
BANGRES12DEL01 ,35.0,4.6,12.939496,77.625999,13.049496,77.735999,cloudy,low,3,drinks,motorcycle,2.0,yes,metropolitian,43.0,BANG,17.08,27,3,Sunday,1,5.0,22.0,night
CHENRES12DEL03 ,22.0,4.1,12.972793,80.249982,13.062793,80.339982,fog,medium,1,snack,electric_scooter,0.0,no,metropolitian,38.0,CHEN,13.97,3,4,Sunday,1,5.0,17.0,afternoon
PUNERES12DEL01 ,,,18.520016,73.830547,18.560016,73.870547,cloudy,high,2,buffet,scooter,1.0,no,metropolitian,27.0,PUNE,6.13,28,3,Monday,0,5.0,14.0,afternoon
AURGRES18DEL01 ,37.0,4.7,19.888716,75.321461,19.958716,75.391461,windy,low,3,buffet,motorcycle,1.0,no,metropolitian,24.0,AURG,10.68,16,2,Wednesday,0,5.0,23.0,night
COIMBRES15DEL01 ,36.0,4.1,11.006686,76.951736,11.116686,77.061736,stormy,medium,1,drinks,electric_scooter,1.0,no,metropolitian,33.0,COIMB,17.14,31,3,Thursday,0,5.0,19.0,evening
BANGRES09DEL03 ,26.0,4.9,12.934179,77.615797,12.994179,77.675797,fog,jam,3,meal,motorcycle,1.0,no,metropolitian,29.0,BANG,9.32,3,3,Thursday,0,5.0,21.0,evening
KOLRES08DEL02 ,22.0,,22.53796,88.349843,22.66796,88.479843,stormy,medium,3,meal,motorcycle,1.0,no,urban,34.0,KOL,19.67,14,2,Monday,0,15.0,18.0,evening
BANGRES06DEL02 ,34.0,4.0,12.979096,77.640625,12.999096,77.660625,stormy,low,3,drinks,motorcycle,1.0,no,urban,30.0,BANG,3.11,19,3,Saturday,1,10.0,9.0,morning
AGRRES11DEL03 ,39.0,4.6,27.163303,78.057044,27.223303,78.117044,cloudy,low,2,buffet,scooter,1.0,no,metropolitian,16.0,AGR,8.93,15,2,Tuesday,0,5.0,23.0,night
DEHRES06DEL01 ,30.0,4.5,30.361281,78.068022,30.371281,78.078022,stormy,low,3,buffet,motorcycle,0.0,no,metropolitian,22.0,DEH,1.47,2,11,Wednesday,0,15.0,10.0,morning
INDORES20DEL03 ,21.0,4.5,22.732225,75.874765,22.822225,75.964765,sunny,jam,2,meal,scooter,0.0,no,urban,16.0,INDO,13.61,3,12,Saturday,1,15.0,19.0,evening
JAPRES11DEL02 ,24.0,5.0,26.90294,75.793007,26.92294,75.813007,fog,high,3,snack,motorcycle,1.0,no,metropolitian,25.0,JAP,2.98,3,11,Thursday,0,15.0,11.0,morning
JAPRES04DEL01 ,35.0,4.3,26.902328,75.794257,26.942328,75.834257,sandstorms,high,3,drinks,motorcycle,0.0,no,metropolitian,38.0,JAP,5.96,15,3,Tuesday,0,15.0,12.0,morning
JAPRES19DEL02 ,39.0,4.8,26.913726,75.75282,26.993726,75.83282,cloudy,jam,3,meal,motorcycle,0.0,no,urban,42.0,JAP,11.92,20,3,Sunday,1,15.0,20.0,evening
MYSRES15DEL02 ,24.0,4.2,12.352058,76.60665,12.402058,76.65665,stormy,low,3,drinks,motorcycle,0.0,no,metropolitian,17.0,MYS,7.77,3,9,Saturday,1,5.0,23.0,night
AURGRES16DEL03 ,29.0,4.1,,,,,stormy,low,3,buffet,motorcycle,1.0,no,metropolitian,28.0,AURG,,13,2,Sunday,1,15.0,22.0,night
BANGRES01DEL02 ,29.0,4.9,12.933284,77.615428,13.063284,77.745428,sunny,jam,1,snack,motorcycle,0.0,no,urban,19.0,BANG,20.18,3,2,Thursday,0,15.0,19.0,evening
VADRES03DEL01 ,23.0,5.0,22.32,73.17,22.33,73.18,windy,high,3,meal,motorcycle,1.0,no,metropolitian,29.0,VAD,1.51,15,3,Tuesday,0,5.0,11.0,morning
HYDRES20DEL01 ,24.0,4.1,17.483216,78.552111,17.593216,78.662111,cloudy,jam,2,drinks,motorcycle,2.0,no,urban,44.0,HYD,16.9,3,10,Monday,0,10.0,19.0,evening
BANGRES06DEL03 ,28.0,4.8,12.979096,77.640625,13.009096,77.670625,cloudy,low,1,meal,electric_scooter,1.0,no,urban,12.0,BANG,4.66,3,11,Thursday,0,5.0,22.0,night
ALHRES07DEL01 ,37.0,4.8,25.449659,81.839744,25.489659,81.879744,sunny,medium,3,drinks,motorcycle,0.0,no,metropolitian,22.0,ALH,5.99,17,2,Thursday,0,10.0,16.0,afternoon
RANCHIRES12DEL02 ,34.0,4.0,,,,,cloudy,jam,2,meal,motorcycle,1.0,yes,metropolitian,44.0,RANCHI,,18,3,Friday,0,5.0,21.0,evening
JAPRES18DEL02 ,33.0,4.9,26.913987,75.752891,26.993987,75.832891,sandstorms,jam,1,buffet,electric_scooter,0.0,no,metropolitian,25.0,JAP,11.92,31,3,Thursday,0,5.0,20.0,evening
JAPRES04DEL02 ,38.0,4.6,26.902328,75.794257,26.982328,75.874257,fog,medium,2,drinks,motorcycle,1.0,no,urban,38.0,JAP,11.92,14,3,Monday,0,5.0,17.0,afternoon
MYSRES09DEL03 ,37.0,4.8,12.323194,76.630583,12.413194,76.720583,stormy,medium,2,buffet,scooter,1.0,no,metropolitian,27.0,MYS,13.99,4,2,Friday,0,5.0,18.0,evening
HYDRES11DEL01 ,35.0,4.4,17.430448,78.418213,17.440448,78.428213,windy,high,3,meal,motorcycle,0.0,yes,metropolitian,44.0,HYD,1.54,28,3,Monday,0,15.0,11.0,morning
INDORES16DEL02 ,27.0,4.7,22.744648,75.894377,22.764648,75.914377,fog,high,2,drinks,scooter,1.0,no,metropolitian,20.0,INDO,3.03,3,7,Sunday,1,5.0,11.0,morning
PUNERES20DEL01 ,27.0,4.5,18.592718,73.773572,18.602718,73.783572,windy,low,1,snack,scooter,1.0,no,urban,11.0,PUNE,1.53,19,3,Saturday,1,15.0,8.0,morning
COIMBRES12DEL01 ,,,11.000762,76.981876,11.110762,77.091876,windy,low,2,meal,motorcycle,1.0,no,urban,19.0,COIMB,17.14,25,3,Friday,0,,,
MYSRES17DEL01 ,22.0,4.7,12.326356,76.619103,12.336356,76.629103,windy,low,1,meal,motorcycle,1.0,no,urban,13.0,MYS,1.55,15,3,Tuesday,0,5.0,10.0,morning
KOLRES16DEL01 ,37.0,4.3,22.539129,88.365507,22.609129,88.435507,cloudy,low,3,drinks,motorcycle,1.0,no,metropolitian,40.0,KOL,10.59,14,2,Monday,0,5.0,22.0,night
MUMRES13DEL01 ,34.0,4.5,19.178321,72.834715,19.218321,72.874715,cloudy,medium,3,snack,motorcycle,0.0,no,metropolitian,27.0,MUM,6.12,3,1,Monday,0,15.0,17.0,afternoon
VADRES04DEL02 ,,,,,,,sandstorms,jam,2,meal,motorcycle,1.0,no,metropolitian,26.0,VAD,,27,3,Sunday,1,5.0,21.0,evening
CHENRES03DEL01 ,25.0,4.5,13.091809,80.219104,13.161809,80.289104,sunny,medium,3,drinks,motorcycle,1.0,no,metropolitian,25.0,CHEN,10.86,25,3,Friday,0,10.0,19.0,evening
MYSRES11DEL03 ,29.0,4.5,12.323225,76.630028,12.413225,76.720028,windy,low,3,meal,motorcycle,1.0,no,metropolitian,21.0,MYS,13.99,4,2,Friday,0,10.0,23.0,night
RANCHIRES05DEL01 ,21.0,5.0,23.355164,85.324097,23.395164,85.364097,sunny,medium,1,drinks,scooter,0.0,no,urban,12.0,RANCHI,6.04,19,3,Saturday,1,10.0,16.0,afternoon
KNPRES19DEL03 ,20.0,4.7,26.49095,80.318656,26.63095,80.458656,windy,low,3,drinks,motorcycle,1.0,no,urban,17.0,KNP,20.89,16,2,Wednesday,0,10.0,22.0,night
INDORES18DEL03 ,30.0,4.7,22.753839,75.897429,22.813838,75.957429,sandstorms,low,1,meal,electric_scooter,1.0,no,metropolitian,25.0,INDO,9.07,21,3,Monday,0,15.0,22.0,night
AGRRES15DEL02 ,37.0,4.0,,,,,stormy,low,3,meal,motorcycle,1.0,no,metropolitian,23.0,AGR,,13,2,Sunday,1,15.0,11.0,morning
JAPRES07DEL01 ,36.0,4.3,26.766536,75.837333,26.806536,75.877333,sandstorms,high,3,drinks,motorcycle,1.0,no,metropolitian,43.0,JAP,5.96,15,3,Tuesday,0,5.0,13.0,afternoon
ALHRES04DEL02 ,38.0,4.9,,,,,sunny,low,2,snack,motorcycle,1.0,no,metropolitian,16.0,ALH,,2,11,Wednesday,0,10.0,23.0,night
KNPRES010DEL02 ,36.0,4.2,26.47775,80.351569,26.55775,80.431569,cloudy,low,3,buffet,motorcycle,1.0,no,urban,44.0,KNP,11.94,16,2,Wednesday,0,10.0,22.0,night
INDORES14DEL02 ,37.0,5.0,22.761593,75.886362,22.841593,75.966362,sunny,jam,2,meal,motorcycle,1.0,no,urban,23.0,INDO,12.1,20,3,Sunday,1,15.0,20.0,evening
VADRES17DEL03 ,24.0,4.8,,,,,sandstorms,medium,2,drinks,scooter,1.0,no,metropolitian,28.0,VAD,,3,9,Saturday,1,15.0,18.0,evening
CHENRES02DEL01 ,32.0,4.0,13.086438,80.220672,13.096438,80.230672,sandstorms,high,3,snack,motorcycle,1.0,no,metropolitian,38.0,CHEN,1.55,28,3,Monday,0,5.0,11.0,morning
SURRES15DEL01 ,28.0,4.6,21.160522,72.771477,21.200522,72.811477,stormy,medium,1,meal,electric_scooter,1.0,no,urban,25.0,SUR,6.08,15,3,Tuesday,0,15.0,15.0,afternoon
HYDRES16DEL03 ,29.0,4.7,17.440827,78.393391,17.500827,78.453391,sunny,low,1,snack,motorcycle,1.0,no,metropolitian,24.0,HYD,9.22,3,11,Thursday,0,10.0,23.0,night
COIMBRES05DEL01 ,30.0,4.4,11.022169,76.999594,11.092169,77.069594,fog,medium,2,buffet,scooter,2.0,no,metropolitian,38.0,COIMB,10.91,14,3,Monday,0,15.0,17.0,afternoon
MUMRES03DEL03 ,21.0,4.2,19.22384,72.841347,19.28384,72.901347,sunny,jam,3,buffet,motorcycle,1.0,no,metropolitian,54.0,MUM,9.18,19,3,Saturday,1,5.0,19.0,evening
INDORES03DEL02 ,37.0,4.8,22.751857,75.866699,22.831857,75.946699,sunny,low,1,meal,electric_scooter,0.0,no,metropolitian,27.0,INDO,12.1,29,3,Tuesday,0,15.0,23.0,night
MUMRES18DEL01 ,21.0,4.7,19.1093,72.825451,19.1193,72.835451,cloudy,low,1,drinks,scooter,0.0,no,urban,13.0,MUM,1.53,3,3,Thursday,0,10.0,9.0,morning
AGRRES16DEL03 ,33.0,4.7,,,,,windy,medium,1,snack,scooter,0.0,no,metropolitian,28.0,AGR,,15,2,Tuesday,0,15.0,17.0,afternoon
KOLRES06DEL02 ,21.0,4.5,22.533662,88.366217,22.553662,88.386217,sandstorms,low,2,snack,scooter,1.0,no,metropolitian,18.0,KOL,3.03,13,2,Sunday,1,15.0,8.0,morning
JAPRES07DEL03 ,32.0,4.9,26.766536,75.837333,26.796536,75.867333,sandstorms,medium,1,snack,scooter,0.0,no,metropolitian,26.0,JAP,4.47,26,3,Saturday,1,15.0,17.0,afternoon
PUNERES16DEL02 ,23.0,4.8,18.536718,73.830327,18.616719,73.910327,sandstorms,medium,1,buffet,electric_scooter,1.0,no,metropolitian,22.0,PUNE,12.26,18,3,Friday,0,15.0,17.0,afternoon
RANCHIRES09DEL01 ,26.0,4.2,23.351058,85.325731,23.461058,85.435731,fog,jam,1,meal,electric_scooter,1.0,no,metropolitian,35.0,RANCHI,16.6,23,3,Wednesday,0,5.0,19.0,evening
JAPRES010DEL02 ,23.0,4.4,26.921411,75.793604,26.941411,75.813604,stormy,low,3,drinks,motorcycle,1.0,no,urban,19.0,JAP,2.98,13,3,Sunday,1,10.0,10.0,morning
LUDHRES08DEL02 ,39.0,4.6,30.899992,75.831338,30.949992,75.881338,sandstorms,low,1,drinks,scooter,1.0,no,metropolitian,26.0,LUDH,7.33,13,2,Sunday,1,5.0,22.0,night
HYDRES02DEL01 ,25.0,4.9,17.41233,78.449654,17.45233,78.489654,stormy,high,3,meal,motorcycle,1.0,no,metropolitian,26.0,HYD,6.15,28,3,Monday,0,5.0,14.0,afternoon
CHENRES11DEL01 ,32.0,4.5,13.064181,80.236442,13.104181,80.276442,fog,medium,2,buffet,motorcycle,1.0,no,urban,17.0,CHEN,6.21,3,5,Tuesday,0,15.0,16.0,afternoon
CHENRES12DEL02 ,23.0,5.0,12.972793,80.249982,13.102793,80.379982,stormy,low,1,buffet,scooter,1.0,no,metropolitian,18.0,CHEN,20.18,23,3,Wednesday,0,10.0,23.0,night
MYSRES17DEL02 ,37.0,4.6,12.326356,76.619103,12.346356,76.639103,cloudy,low,2,meal,scooter,0.0,no,metropolitian,18.0,MYS,3.11,4,5,Wednesday,0,15.0,10.0,morning
COIMBRES02DEL02 ,33.0,4.8,11.022477,76.995667,11.072477,77.045667,sunny,jam,3,buffet,motorcycle,1.0,no,urban,25.0,COIMB,7.79,30,3,Wednesday,0,5.0,20.0,evening
INDORES01DEL03 ,25.0,4.9,22.695207,75.866059,22.755207,75.926059,stormy,medium,1,drinks,scooter,0.0,no,urban,26.0,INDO,9.08,4,3,Friday,0,15.0,17.0,afternoon
INDORES01DEL01 ,39.0,4.9,22.695207,75.866059,22.805207,75.976059,windy,medium,2,snack,scooter,1.0,no,metropolitian,26.0,INDO,16.64,29,3,Tuesday,0,15.0,18.0,evening
INDORES08DEL02 ,34.0,4.6,22.725748,75.898497,22.775748,75.948497,fog,medium,1,snack,electric_scooter,0.0,no,metropolitian,15.0,INDO,7.56,3,3,Thursday,0,10.0,17.0,afternoon
COIMBRES03DEL02 ,32.0,4.9,11.025083,77.015393,11.045083,77.035393,fog,low,3,meal,motorcycle,0.0,no,urban,29.0,COIMB,3.12,17,3,Thursday,0,5.0,9.0,morning
SURRES07DEL03 ,37.0,4.9,21.170798,72.790489,21.200798,72.820489,windy,jam,3,snack,motorcycle,1.0,yes,semi-urban,46.0,SUR,4.56,17,3,Thursday,0,15.0,21.0,evening
BANGRES010DEL03 ,20.0,5.0,12.933298,77.614293,12.963298,77.644293,fog,low,2,buffet,motorcycle,1.0,no,metropolitian,13.0,BANG,4.66,26,3,Saturday,1,10.0,23.0,night
RANCHIRES06DEL03 ,21.0,4.7,23.357804,85.325146,23.387804,85.355146,fog,medium,2,drinks,scooter,0.0,no,metropolitian,16.0,RANCHI,4.53,19,3,Saturday,1,10.0,17.0,afternoon
VADRES20DEL01 ,37.0,4.6,22.311358,73.164798,22.321358,73.174798,stormy,low,2,meal,scooter,0.0,no,metropolitian,26.0,VAD,1.51,3,7,Sunday,1,15.0,8.0,morning
JAPRES05DEL03 ,36.0,4.7,26.905287,75.794592,26.935287,75.824592,windy,medium,2,meal,scooter,1.0,no,urban,28.0,JAP,4.47,3,1,Monday,0,5.0,17.0,afternoon
KOCRES05DEL03 ,36.0,,9.970717,76.285447,10.000717,76.315447,windy,jam,2,buffet,motorcycle,1.0,no,metropolitian,28.0,KOC,4.68,17,2,Thursday,0,5.0,21.0,evening
COIMBRES06DEL01 ,37.0,4.7,11.021278,76.995017,11.061278,77.035017,stormy,medium,2,drinks,motorcycle,1.0,no,metropolitian,26.0,COIMB,6.23,19,3,Saturday,1,10.0,15.0,afternoon
KOLRES08DEL01 ,22.0,4.3,22.53796,88.349843,22.54796,88.359843,sandstorms,low,3,drinks,motorcycle,0.0,no,metropolitian,29.0,KOL,1.51,13,2,Sunday,1,10.0,9.0,morning
PUNERES17DEL02 ,39.0,4.6,18.530963,73.828972,18.580963,73.878972,fog,jam,1,drinks,scooter,1.0,no,metropolitian,33.0,PUNE,7.66,26,3,Saturday,1,10.0,20.0,evening
SURRES07DEL02 ,35.0,4.9,21.170798,72.790489,21.300798,72.920489,cloudy,medium,3,meal,motorcycle,1.0,no,metropolitian,46.0,SUR,19.76,23,3,Wednesday,0,10.0,17.0,afternoon
INDORES18DEL01 ,26.0,4.6,22.753839,75.897429,22.823839,75.967429,fog,medium,2,drinks,scooter,1.0,no,metropolitian,25.0,INDO,10.59,25,3,Friday,0,10.0,17.0,afternoon
AURGRES11DEL03 ,30.0,4.3,,,,,fog,jam,1,meal,scooter,1.0,no,metropolitian,40.0,AURG,,16,2,Wednesday,0,10.0,20.0,evening
BANGRES12DEL03 ,,,12.939496,77.625999,12.969496,77.655999,sandstorms,medium,3,snack,motorcycle,1.0,no,metropolitian,24.0,BANG,4.66,3,1,Monday,0,,,
SURRES07DEL01 ,,,21.170798,72.790489,21.280798,72.900489,stormy,jam,3,snack,motorcycle,1.0,no,metropolitian,29.0,SUR,16.72,3,6,Friday,0,,,
CHENRES09DEL02 ,26.0,4.9,13.044694,80.26147,13.124694,80.34147,cloudy,low,3,buffet,motorcycle,1.0,no,metropolitian,24.0,CHEN,12.42,20,3,Sunday,1,10.0,23.0,night
HYDRES02DEL01 ,32.0,4.2,17.41233,78.449654,17.52233,78.559654,sandstorms,jam,2,snack,scooter,2.0,no,urban,37.0,HYD,16.9,3,4,Sunday,1,10.0,21.0,evening
MUMRES16DEL01 ,35.0,4.9,19.120083,72.907385,19.190083,72.977385,sunny,jam,1,meal,scooter,1.0,no,metropolitian,27.0,MUM,10.71,27,3,Sunday,1,10.0,21.0,evening
HYDRES04DEL03 ,34.0,5.0,17.411028,78.329645,17.501028,78.419645,sunny,low,2,snack,motorcycle,1.0,no,urban,19.0,HYD,13.83,3,2,Thursday,0,10.0,0.0,
MUMRES11DEL02 ,27.0,4.7,18.994237,72.825553,19.074237,72.905553,fog,medium,2,meal,scooter,1.0,no,metropolitian,31.0,MUM,12.24,4,4,Monday,0,10.0,18.0,evening
MYSRES010DEL01 ,26.0,4.8,12.321214,76.621094,12.431214,76.731094,sunny,jam,2,snack,scooter,1.0,no,metropolitian,20.0,MYS,17.1,3,12,Saturday,1,10.0,19.0,evening
CHENRES19DEL02 ,24.0,4.7,12.986047,80.218114,13.036047,80.268114,sandstorms,medium,3,drinks,motorcycle,1.0,no,metropolitian,29.0,CHEN,7.76,19,3,Saturday,1,5.0,17.0,afternoon
PUNERES04DEL02 ,35.0,4.9,18.51421,73.838429,18.56421,73.888429,windy,medium,3,snack,motorcycle,1.0,no,metropolitian,38.0,PUNE,7.66,21,3,Monday,0,10.0,17.0,afternoon
INDORES04DEL02 ,28.0,4.8,22.753659,75.903365,22.803659,75.953365,fog,low,1,buffet,scooter,,no,metropolitian,15.0,INDO,7.56,26,3,Saturday,1,10.0,22.0,night
PUNERES18DEL02 ,23.0,4.7,18.593481,73.785901,18.723481,73.915901,windy,medium,2,meal,scooter,1.0,no,metropolitian,23.0,PUNE,19.91,4,6,Saturday,1,10.0,18.0,evening
KOLRES07DEL01 ,31.0,4.3,22.547186,88.35068,22.557186,88.36068,sandstorms,low,3,snack,motorcycle,1.0,no,metropolitian,21.0,KOL,1.51,15,2,Tuesday,0,10.0,10.0,morning
